Date,PS_incoming,PS_feed_A,PS_feed_B,PS_feed_TS,PS_feed_VS,FW_intake_new,FW_intake_old,FW_grit_light,FW_grit_heavy,FW_grit_out,Treated_FW,FW_Feed_A,FW_Feed_B,FW_Feed_TS,FW_Feed_VS,Dig_Feed_A,Dig_Feed_B,Dig_A_Temp,Dig_A_TS,Dig_A_VS,Dig_B_Temp,Dig_B_TS,Dig_B_VS,Dig_Dewater,Dig_DD_A,Dig_DD_B,Biogas_prod
2021.4.30,1352,67,90,0.0744,0.7285,0,0,9.6,2.2,0,155,204,195,0.0839,0.8405,271,285,42,0.0332,0.5460,41.8,0.0328,0.5332,704,317,313,32544
2021.5.1,1229,93,98,0.0744,0.7285,318.45,46.75,16,5.5,20.38,290.2,185,191,0.0839,0.8405,278,289,42.4,0.0332,0.5460,42.3,0.0328,0.5332,691,315,312,32066
2021.5.2,1237,84,92,0.0774,0.7859,285.47,0,17,3,21.93,255.47,202,197,0.0833,0.8592,286,289,42.4,0.0362,0.5986,42.1,0.0357,0.5996,671,314,314,31467
2021.5.3,1430,92,84,0.0774,0.7859,234.07,0,15.5,3.6,20.28,244.07,227,227,0.0833,0.8592,319,311,41.4,0.0362,0.5986,41.1,0.0357,0.5996,708,315,314,33447
2021.5.4,1543,102,106,0.0774,0.7859,202.61,0,14,2.7,20.92,192.61,233,234,0.0833,0.8592,335,340,40.7,0.0362,0.5986,40.6,0.0357,0.5996,691,341,315,33045
2021.5.5,1394,72,91,0.0787,0.7822,275.4,0,18.5,2.1,42.1,235.4,215,226,0.0854,0.8455,287,317,41.1,0.0362,0.5986,40.8,0.0357,0.5996,668,455,292,29638
2021.5.6,1611,76,93,0.0787,0.7822,200.36,0,14.6,2.3,23.95,190.36,232,235,0.0854,0.8455,308,328,41.7,0.0362,0.5986,41.3,0.0357,0.5996,650,350,318,33349
2021.5.7,1500,48,57,0.0787,0.7822,0,0,15.8,2.3,0,155,205,205,0.0854,0.8455,253,262,42.2,0.0362,0.5986,41.8,0.0357,0.5996,672,348,317,31541
2021.5.8,1553,107,94,0.0787,0.7822,337.27,47.83,20.4,4.1,35.18,280.1,192,192,0.0854,0.8455,299,286,42.6,0.0362,0.5986,42.2,0.0357,0.5996,666,343,316,30493
2021.5.9,1505,94,105,0.0615,0.7792,254.8,0,19.1,4.2,21.81,254.8,230,234,0.0854,0.8455,324,339,42.7,0.0362,0.5986,42.2,0.0357,0.5996,643,347,319,34241
2021.5.10,1108,97,120,0.0615,0.7792,219.72,0,17.3,4.3,38.43,234.72,234,233,0.0839,0.8405,331,353,42.4,0.0338,0.5599,41.7,0.0336,0.5558,603,244,347,31969
2021.5.11,1484,109,113,0.0572,0.7729,201.4,0,13.4,3.9,15.12,226.4,233,234,0.0839,0.8405,342,347,42.1,0.0338,0.5599,41.6,0.0336,0.5558,604,297,384,29981
2021.5.12,1470,83,96,0.0572,0.7729,286.02,0,14.1,3.9,18.72,216.02,242,237,0.0839,0.8405,325,333,42.4,0.0338,0.5599,42,0.0336,0.5558,635,336,319,31681
2021.5.13,1492,95,103,0.0572,0.7729,236.27,0,14.1,3.2,19,206.27,246,245,0.0839,0.8405,341,348,42.8,0.0338,0.5599,42.2,0.0336,0.5558,625,297,363,33002
2021.5.14,1494,95,103,0.0572,0.7729,0,0,14.73,2.7,0,165,192,201,0.0839,0.8405,287,304,42.7,0.0338,0.5599,42,0.0336,0.5558,603,339,302,31696
2021.5.15,1837,112,120,0.0572,0.7729,329.95,41.99,16.2,4,38.86,246.94,179,179,0.0839,0.8405,291,299,41.7,0.0338,0.5599,41.1,0.0336,0.5558,629,235,359,28955
2021.5.16,1842,124,114,0.0614,0.7485,236.39,0,18.3,3.6,20.51,246.39,214,202,0.0749,0.8348,338,316,41.2,0.0341,0.5397,40.6,0.0351,0.5364,661,354,330,30727
2021.5.17,1478,121,123,0.0614,0.7485,201.74,0,16.9,3.3,21.2,231.74,234,233,0.0749,0.8348,355,356,41.6,0.0341,0.5397,41.1,0.0351,0.5364,552,286,305,35255
2021.5.18,1510,108,117,0.0614,0.7485,238.58,0,18,3.8,21.03,248.58,233,234,0.0749,0.8348,341,351,42,0.0341,0.5397,41.5,0.0351,0.5364,750,336,348,36512
2021.5.19,1445,108,122,0.0614,0.7485,249.52,0,17.2,3.8,32.89,249.52,234,234,0.0749,0.8348,342,356,42.4,0.0341,0.5397,41.9,0.0351,0.5364,660,334,348,35318
2021.5.20,1502,92,89,0.0614,0.7485,254.71,0,15.1,2.8,19.43,184.71,234,233,0.0749,0.8348,326,322,42.8,0.0341,0.5397,42.2,0.0351,0.5364,662,332,310,37219
2021.5.21,1509,98,88,0.0614,0.7485,0,0,9.5,2.8,0,145,162,181,0.0749,0.8348,260,269,42.5,0.0341,0.5397,42,0.0351,0.5364,647,337,316,35029
2021.5.22,1500,115,104,0.0614,0.7485,291.08,40.39,19.3,4.1,37.86,276.47,142,143,0.0749,0.8348,257,247,41.5,0.0341,0.5397,41.1,0.0351,0.5364,657,323,325,27410
2021.5.23,1497,116,110,0.0702,0.7581,220.84,0,17.9,4.2,21.36,240.84,171,172,0.0787,0.8493,287,282,40.7,0.0345,0.5417,40.1,0.0356,0.5509,643,326,348,27038
2021.5.24,1506,97,116,0.0702,0.7581,144.54,0,12.8,2.6,21.18,174.54,210,230,0.0787,0.8493,307,346,40.8,0.0345,0.5417,40.3,0.0356,0.5509,645,282,347,33053
2021.5.25,1480,109,121,0.0702,0.7581,222.4,0,11.4,3.2,19.25,172.4,184,191,0.0787,0.8493,293,312,41.2,0.0345,0.5417,40.7,0.0356,0.5509,651,331,343,33573
2021.5.26,1524,118,107,0.0702,0.7581,241.97,0,18.3,3.8,17.45,246.97,164,169,0.0787,0.8493,282,276,40.8,0.0345,0.5417,40.3,0.0356,0.5509,633,325,337,29954
2021.5.27,1476,90,83,0.0702,0.7581,184.52,0,9.8,1.9,21.72,134.52,198,203,0.0787,0.8493,288,286,42.2,0.0345,0.5417,41.9,0.0356,0.5509,646,324,332,32019
2021.5.28,1480,96,77,0.0702,0.7581,0,0,7.1,1.7,0,100,137,151,0.0787,0.8493,233,228,42.7,0.0345,0.5417,42.3,0.0356,0.5509,639,322,329,28959
2021.5.29,1513,112,120,0.0736,0.7485,277.78,46.25,17.6,3.9,20.81,249.03,137,122,0.0831,0.8402,249,242,42.5,0.0362,0.5345,42.2,0.0366,0.5309,913,317,331,23781
2021.5.30,1470,88,87,0.0736,0.7485,232.43,0,17.4,4.1,20.57,242.43,180,178,0.0831,0.8402,268,265,42.7,0.0362,0.5345,42.3,0.0366,0.5309,636,298,301,27866
2021.5.31,1511,60,59,0.0736,0.7485,123.87,123.87,10.9,2.3,21.64,143.87,184,186,0.0831,0.8402,244,245,42.1,0.0362,0.5345,42.1,0.0366,0.5309,625,315,330,29868
2021.6.1,1489,101,99,0.0736,0.7485,123.87,0,15,3.7,16.98,215.47,177,179,0.0831,0.8402,278,278,42.5,0.0362,0.5345,42,0.0366,0.5309,640,299,327,29350
2021.6.2,1471,83,83,0.0736,0.7485,205.47,0,17.2,4.1,21.08,231.6,202,191,0.0831,0.8402,285,274,41.5,0.0362,0.5345,41.1,0.0366,0.5309,650,286,324,29761
2021.6.3,1501,98,78,0.0736,0.7485,211.6,0,9.5,1.7,21.3,119.41,191,190,0.0831,0.8402,289,268,41.1,0.0362,0.5345,40.9,0.0366,0.5309,644,272,320,30521
2021.6.4,1478,94,88,0.0736,0.7485,179.41,0,6.5,1.5,0,75,136,142,0.0831,0.8402,230,230,41.4,0.0362,0.5345,41.1,0.0366,0.5309,514,259,318,27419
2021.6.5,1466,89,98,0.0736,0.7485,0,0,16.9,4.7,19.52,264.84,152,147,0.0831,0.8402,241,245,41.1,0.0362,0.5345,41,0.0366,0.5309,452,204,317,24952
2021.6.6,1516,140,110,0.0826,0.7684,278.48,41.36,12.6,3.4,21.18,213.25,148,168,0.0817,0.8341,288,278,41.7,0.0349,0.5315,41.4,0.0350,0.5445,492,292,314,30685
2021.6.7,1492,122,134,0.0826,0.7684,203.25,0,10.5,3.6,19.98,204.11,152,156,0.0817,0.8341,274,290,42.2,0.0349,0.5315,42,0.0350,0.5445,479,278,314,29724
2021.6.8,1478,88,96,0.0826,0.7684,159.11,0,9.1,2.4,19,157.12,185,178,0.0817,0.8341,273,274,42.7,0.0349,0.5315,42.5,0.0350,0.5445,676,251,310,31418
2021.6.9,1493,96,100,0.0842,0.7735,157.12,0,8.5,3,11.45,160.43,133,135,0.0817,0.8341,229,235,42.5,0.0313,0.5513,42.3,0.0309,0.5506,553,175,211,28825
2021.6.10,1478,77,89,0.0842,0.7735,185.43,0,8.2,2.9,11.23,175.17,151,153,0.0817,0.8341,228,242,42.2,0.0313,0.5513,42,0.0309,0.5506,482,287,149,27060
2021.6.11,1515,84,84,0.0842,0.7735,180.17,0,0,0,0,0,103,176,0.0817,0.8341,187,260,42.7,0.0313,0.5513,42.4,0.0309,0.5506,281,209,158,28176
2021.6.12,1473,143,105,0.0842,0.7735,0,0,14.4,4,13.09,269.13,148,169,0.0828,0.8319,291,274,42.5,0.0313,0.5513,42.1,0.0309,0.5506,398,298,216,27382
2021.6.13,1091,167,193,0.0861,0.7319,267.54,41.59,13.1,3.4,21.3,218.48,143,142,0.0828,0.8319,310,335,41.2,0.0313,0.5513,40.5,0.0309,0.5506,552,306,296,27188
2021.6.14,673,142,148,0.0861,0.7319,233.48,0,12.3,3.4,17.46,194.73,160,170,0.0828,0.8319,302,318,40.9,0.0313,0.5513,40.4,0.0309,0.5506,435,232,229,27027
2021.6.15,649,141,146,0.0861,0.7319,194.73,0,12.7,3.2,17.17,193.62,165,168,0.0852,0.8355,306,314,41.3,0.0322,0.5431,40.9,0.0316,0.5365,625,333,276,29602
2021.6.16,695,144,142,0.0752,0.7093,163.92,0,11.6,3.5,17.58,196.34,165,168,0.0852,0.8355,309,310,41.9,0.0322,0.5431,41.3,0.0316,0.5365,629,320,299,30660
2021.6.17,851,151,169,0.0752,0.7093,196.34,0,7.3,2,14.38,120.83,157,158,0.0852,0.8355,308,327,42.2,0.0322,0.5431,41.8,0.0316,0.5365,572,333,330,31758
2021.6.18,1318,151,149,0.0752,0.7093,180.83,0,8.2,2,0,115,141,142,0.0852,0.8355,292,291,42.6,0.0322,0.5431,42.3,0.0316,0.5365,569,326,282,30327
2021.6.19,1577,123,120,0.0772,0.7155,0,0,17.7,4.8,21.98,254.6,149,148,0.0852,0.8355,272,268,42.7,0.0334,0.5345,42.3,0.0351,0.5177,570,289,263,29511
2021.6.20,1239,97,69,0.0772,0.7155,280.01,39.59,14.3,3.7,20.77,204.37,195,182,0.0824,0.8125,292,251,42.3,0.0334,0.5345,42.1,0.0351,0.5177,776,268,304,30787
2021.6.21,1541,151,131,0.0772,0.7155,234.37,0,13.4,3.8,19.74,212.06,173,178,0.0824,0.8125,324,309,42.7,0.0332,0.5274,42.4,0.0338,0.5145,623,319,305,33172
2021.6.22,1486,106,117,0.0803,0.7235,212.06,0,12.3,3.3,20.16,196.7,165,170,0.0824,0.8125,271,287,42.7,0.0332,0.5274,42.4,0.0338,0.5145,613,289,296,32211
2021.6.23,1468,79,87,0.0803,0.7235,196.7,0,11,2.8,19.41,171.88,159,160,0.0824,0.8125,238,247,42.3,0.0332,0.5274,42,0.0338,0.5145,571,221,276,29759
2021.6.24,1534,70,81,0.0803,0.7235,281.88,0,0,0,0,0,142,123,0.0824,0.8125,212,204,41.6,0.0332,0.5274,41.4,0.0338,0.5145,564,210,255,27673
2021.6.25,1497,91,70,0.0803,0.7235,0,0,14,3.3,0,205,186,168,0.0824,0.8125,277,238,41.6,0.0332,0.5274,41.4,0.0338,0.5145,390,207,219,28717
2021.6.26,1551,138,128,0.0803,0.7235,0,0,17.2,4.2,32.77,265.84,215,216,0.0824,0.8125,353,344,41.2,0.0332,0.5274,41.2,0.0338,0.5145,619,302,274,35030
2021.6.27,1538,89,98,0.0803,0.7235,390.84,0,16.1,3.4,21.01,223.91,189,204,0.0824,0.8125,278,302,41.8,0.0332,0.5274,41.7,0.0338,0.5145,286,321,279,36255
2021.6.28,1475,72,59,0.0803,0.7235,192.35,41.56,15.1,3.2,19.57,233.67,177,180,0.0783,0.8759,249,239,42.3,0.0335,0.5198,42.1,0.0350,0.5225,756,237,227,31477
2021.6.29,1492,95,97,0.1056,0.8027,233.67,0,15.9,3.7,20.44,245.67,179,178,0.0783,0.8759,274,275,42.7,0.0335,0.5198,42.6,0.0350,0.5225,512,177,251,32605
2021.6.30,1390,102,69,0.1056,0.8027,225.67,0,12.4,3.2,18.44,231.39,230,218,0.0783,0.8759,332,287,42.2,0.0335,0.5198,42.1,0.0350,0.5225,475,321,239,35288
2021.7.1,1498,90,96,0.1056,0.8027,241.39,0,9.6,2.8,17.84,163.29,218,230,0.0783,0.8759,308,326,41.1,0.0335,0.5198,41.1,0.0350,0.5225,501,212,231,37839
2021.7.2,1515,86,87,0.1056,0.8027,203.29,0,10.1,2.9,0,160,179,178,0.0783,0.8759,265,265,41.7,0.0335,0.5198,41.7,0.0350,0.5225,507,216,211,33608
2021.7.3,1492,103,97,0.1056,0.8027,0,0,17.1,4.6,32.31,278.68,178,179,0.0783,0.8759,281,276,42.2,0.0335,0.5198,42.2,0.0350,0.5225,570,224,197,34223
2021.7.4,1486,83,94,0.1056,0.8027,308.08,41.6,15.1,3.9,21.4,234.05,192,193,0.0910,0.8755,275,287,42.8,0.0335,0.5198,42.7,0.0350,0.5225,658,331,197,34379
2021.7.5,1490,88,98,0.0864,0.7571,264.05,0,14.8,3.4,20.64,193.89,160,155,0.0874,0.8550,248,253,42.4,0.0335,0.5198,42.4,0.0350,0.5225,588,288,188,31195
2021.7.6,1487,97,105,0.0864,0.7571,193.89,0,15.6,3.6,19.52,201.39,135,162,0.0874,0.8550,232,267,41.6,0.0328,0.5806,41.4,0.0328,0.5577,653,280,225,29191
2021.7.7,1402,142,110,0.0864,0.7571,171.39,0,13.7,3.1,20.02,187.05,145,159,0.0874,0.8550,287,269,40.4,0.0328,0.5806,40.4,0.0328,0.5577,634,322,266,29077
2021.7.8,1515,78,96,0.0864,0.7571,202.05,0,11.1,3.1,17.52,159.16,190,182,0.0874,0.8550,268,278,40.6,0.0328,0.5806,40.4,0.0328,0.5577,578,288,283,32417
2021.7.9,1493,107,85,0.0864,0.7571,204.16,0,11.3,2.6,0,130,166,180,0.0874,0.8550,273,265,41.1,0.0328,0.5806,41.1,0.0328,0.5577,607,317,259,34201
2021.7.10,1516,115,106,0.0864,0.7571,0,0,17,4.3,31.6,234.35,170,168,0.0874,0.8550,285,274,41.5,0.0328,0.5806,41.5,0.0328,0.5577,579,320,281,32750
2021.7.11,1554,84,76,0.0864,0.7571,289.16,45.19,16.2,3.9,21.44,210.22,161,168,0.0874,0.8550,245,244,42,0.0328,0.5806,42,0.0328,0.5577,624,292,280,32052
2021.7.12,1549,102,86,0.0864,0.7571,240.22,0,18.3,4.6,20.64,213.68,140,142,0.0874,0.8550,242,228,42.8,0.0328,0.5806,42.8,0.0328,0.5577,593,156,278,29711
2021.7.13,1595,110,103,0.0762,0.8079,193.68,0,14.6,4.6,21.21,203.78,189,180,0.0891,0.8922,299,283,42.4,0.0309,0.6290,42.4,0.0315,0.6263,486,317,278,32884
2021.7.14,1508,126,108,0.0762,0.8079,173.78,0,14.3,3.4,21.41,192.92,200,207,0.0891,0.8922,326,315,42.3,0.0309,0.6290,42.2,0.0315,0.6263,512,300,278,36197
2021.7.15,969,162,139,0.0762,0.8079,212.92,0,10.2,3.7,21.06,146.26,189,192,0.0891,0.8922,351,331,42.7,0.0309,0.6290,42.7,0.0315,0.6263,552,320,279,36296
2021.7.16,751,159,162,0.0762,0.8079,206.26,0,12,2.2,0,150,142,147,0.0891,0.8922,301,309,42.3,0.0309,0.6290,42.4,0.0315,0.6263,564,315,279,32221
2021.7.17,765,144,145,0.0762,0.8079,0,0,17.4,4.3,33.9,256.76,163,155,0.0891,0.8922,307,300,41.8,0.0309,0.6290,42.1,0.0315,0.6263,837,309,278,30452
2021.7.18,761,122,128,0.0762,0.8079,300.72,36.04,16.4,4.4,19.79,239.8,195,186,0.0891,0.8922,317,314,42.3,0.0309,0.6290,42.4,0.0315,0.6263,578,222,297,33251
2021.7.19,1202,138,155,0.0775,0.7648,219.8,0,17.7,4.5,21.2,228.92,186,203,0.0856,0.8513,324,358,42.6,0.0323,0.5863,42.5,0.0318,0.5974,608,336,297,33852
2021.7.20,1636,87,85,0.0775,0.7648,188.92,0,15.3,3.8,21.21,202.32,187,192,0.0838,0.8545,274,277,42.7,0.0323,0.5863,42.4,0.0318,0.5974,584,332,230,34198
2021.7.21,1483,89,83,0.0775,0.7648,167.32,0,15.9,3.9,21.64,203.36,191,184,0.0838,0.8545,280,267,42.6,0.0323,0.5863,42.1,0.0318,0.5974,676,268,296,31822
2021.7.22,1536,101,92,0.0775,0.7648,203.36,0,12.2,3.3,20.9,170.23,153,161,0.0838,0.8545,254,253,42.9,0.0323,0.5863,42.5,0.0318,0.5974,618,330,270,31954
2021.7.23,1424,84,71,0.0775,0.7648,200.23,0,3.9,1.0,0,0,159,148,0.0838,0.8545,243,219,41.9,0.0323,0.5863,41.7,0.0318,0.5974,616,188,272,25419
2021.7.24,1509,81,86,0.0775,0.7648,0,0,17.3,4.4,32.03,247.71,191,178,0.0838,0.8545,272,264,42.3,0.0323,0.5863,42.1,0.0318,0.5974,630,311,251,32417
2021.7.25,1489,117,113,0.0775,0.7648,271.74,35.97,19.7,4.0,19.06,246.19,177,180,0.0838,0.8545,294,293,42.8,0.0323,0.5863,42.7,0.0318,0.5974,586,300,288,31831
2021.7.26,773,75,71,0.0856,0.7114,236.19,0,12.8,4.4,22.49,186.28,161,165,0.0827,0.8491,236,236,42.7,0.0321,0.5906,42.5,0.0324,0.5845,591,200,282,29574
2021.7.27,1695,108,112,0.0856,0.7114,166.28,0,15.5,2.9,21.32,187.93,129,129,0.0827,0.8491,237,241,42.2,0.0321,0.5806,42,0.0324,0.5845,548,199,216,28063
2021.7.28,1401,106,104,0.0856,0.7114,167.93,0,16.2,3.1,19.9,189.44,125,126,0.0827,0.8491,231,230,41.4,0.0321,0.5806,41.2,0.0324,0.5845,537,212,281,25138
2021.7.29,760,116,117,0.0856,0.7114,189.44,0,10,1.8,20.05,118.9,147,137,0.0827,0.8491,263,254,41.3,0.0321,0.5806,41.1,0.0324,0.5845,448,306,279,26474
2021.7.30,760,122,119,0.0856,0.7114,178.9,0,4.4,1,0,65,158,159,0.0827,0.8491,280,278,41.9,0.0321,0.5806,41.8,0.0324,0.5845,551,274,278,29613
2021.7.31,1179,156,147,0.0856,0.7114,0,0,18.4,4,19.19,239.09,141,141,0.0827,0.8491,297,288,42.5,0.0321,0.5806,42.4,0.0324,0.5845,570,273,255,27990
2021.8.1,1648,91,107,0.0856,0.7114,251.59,42.5,18.1,3.5,22.14,222.98,157,165,0.0827,0.8491,248,272,42.9,0.0321,0.5806,42.5,0.0324,0.5845,505,169,281,28973
2021.8.2,1494,123,94,0.0722,0.7431,222.98,0,15.2,3.4,21.9,195.51,170,174,0.0827,0.8491,293,268,42.2,0.0321,0.5806,41.9,0.0324,0.5845,550,297,279,28677
2021.8.3,765,157,185,0.0722,0.7431,185.51,0,14.6,3.3,21.36,186.34,144,164,0.0827,0.8491,301,349,42.4,0.0321,0.5806,42,0.0324,0.5845,503,319,281,27463
2021.8.4,1383,144,129,0.0626,0.7690,156.34,0,16.8,3.1,19.52,191.13,163,175,0.0847,0.8630,307,304,42.2,0.0348,0.5945,41.8,0.0338,0.6081,569,294,270,26641
2021.8.5,1855,147,151,0.0626,0.7690,176.13,0,8.4,1.8,17.3,101.27,153,154,0.0847,0.8630,300,305,42.3,0.0348,0.5945,42,0.0338,0.6081,558,317,254,27720
2021.8.6,1672,129,133,0.0626,0.7690,176.27,0,6,1.4,0,75,129,152,0.0847,0.8630,258,285,42,0.0348,0.5945,41.5,0.0338,0.6081,534,192,245,25240
2021.8.7,1799,137,107,0.0626,0.7690,0,0,10.3,3.3,20.93,160.29,169,154,0.0847,0.8630,306,261,41.5,0.0348,0.5945,41.2,0.0338,0.6081,434,308,282,25884
2021.8.8,1624,175,120,0.0781,0.7960,253.82,41.47,13.1,2.9,18.91,196.14,121,131,0.0986,0.8818,296,251,41.8,0.0306,0.5793,41.5,0.0309,0.5693,567,266,237,28449
2021.8.9,1564,185,166,0.0781,0.7960,206.14,0,13.5,3.3,18.67,187.99,135,132,0.0986,0.8818,320,298,41.7,0.0306,0.5793,41.6,0.0309,0.5693,600,214,192,28979
2021.8.10,1268,160,159,0.0718,0.7902,177.99,0,13.5,3.1,18.18,190.65,161,154,0.0925,0.8798,321,313,42.2,0.0303,0.5553,42,0.0303,0.5539,606,231,210,31546
2021.8.11,1386,137,128,0.0718,0.7902,160.95,0,13.1,3.2,17.44,203.12,153,155,0.0925,0.8798,290,283,42.8,0.0303,0.5553,42.7,0.0303,0.5539,607,219,181,31794
2021.8.12,1505,109,103,0.0718,0.7902,193.12,0,11.4,2.8,10.63,172.4,154,153,0.0925,0.8798,263,256,42.9,0.0303,0.5553,42.7,0.0303,0.5539,561,323,246,31140
2021.8.13,1479,75,60,0.0718,0.7902,172.4,0,4.6,2,0,90,154,153,0.0925,0.8798,229,213,42.2,0.0303,0.5553,42.1,0.0303,0.5539,563,324,252,29045
2021.8.14,1461,92,81,0.1087,0.8349,0,0,12.6,2.8,23.09,191.63,164,162,0.0776,0.8589,256,243,42.3,0.0350,0.5624,42.1,0.0347,0.5593,518,255,206,28240
2021.8.15,1514,83,88,0.1087,0.8349,241.52,40.11,12.3,3,18.08,194.5,147,156,0.0776,0.8589,230,244,43,0.0350,0.5624,42.8,0.0347,0.5593,534,189,161,30097
2021.8.16,1487,93,94,0.1087,0.8349,224.5,0,12.4,3.5,15.98,185.91,142,142,0.0776,0.8589,235,236,42.3,0.0350,0.5624,42,0.0347,0.5593,514,278,288,27146
2021.8.17,1478,89,81,0.0900,0.7756,195.91,0,12,2.7,15.64,175.15,149,139,0.0923,0.8725,238,220,41.9,0.0347,0.5874,41.7,0.0352,0.5891,465,281,273,27277
2021.8.18,1521,98,92,0.0900,0.7756,175.15,0,11.3,2.8,15.41,184.63,147,141,0.0923,0.8725,245,233,41.1,0.0347,0.5874,40.9,0.0352,0.5891,258,245,160,26412
2021.8.19,1512,115,123,0.0900,0.7756,194.63,0,13.2,2.8,14.07,179.86,128,131,0.0923,0.8725,243,254,41.1,0.0347,0.5874,40.9,0.0352,0.5891,472,186,218,25642
2021.8.20,1510,99,104,0.0900,0.7756,169.86,0,11,2.3,0,135,176,165,0.0923,0.8725,275,269,41.8,0.0347,0.5874,41.6,0.0352,0.5891,618,278,229,29464
2021.8.21,1467,114,151,0.0900,0.7756,0,0,11.6,2.8,32.15,184,154,155,0.0923,0.8725,268,306,42.3,0.0347,0.5874,42,0.0352,0.5891,631,278,283,30816
2021.8.22,1504,78,90,0.0788,0.6820,268.14,40.86,15.2,3,15.93,219.04,153,146,0.0876,0.8544,231,236,42.6,0.0312,0.5465,42.4,0.0308,0.5427,612,269,281,30831
2021.8.23,1479,85,77,0.0788,0.6820,219.04,0,14.7,2.9,21.81,198.18,177,180,0.0876,0.8544,262,257,42.1,0.0312,0.5465,41.9,0.0308,0.5427,576,265,280,31175
2021.8.24,1477,107,82,0.0788,0.6820,198.18,0,11.6,2.3,14.31,179.33,178,180,0.0876,0.8544,285,262,42.4,0.0312,0.5465,42.3,0.0308,0.5427,462,258,273,33072
2021.8.25,1484,131,126,0.0911,0.7046,169.33,0,13.9,2.7,16.89,188.57,178,179,0.0901,0.8621,309,305,41.5,0.0311,0.5504,41.4,0.0310,0.5515,580,276,269,33916
2021.8.26,1527,100,90,0.0911,0.7046,188.57,0,15,3,19.36,200.47,155,153,0.0901,0.8621,255,243,42.2,0.0311,0.5504,42.2,0.0310,0.5515,564,272,283,31750
2021.8.27,1529,118,109,0.0911,0.7046,180.47,0,6.6,1.6,0,95,142,140,0.0901,0.8621,260,249,41.8,0.0311,0.5504,41.7,0.0310,0.5515,585,197,273,27884
2021.8.28,1477,202,163,0.0911,0.7046,0,0,11.4,2.9,29.63,183.98,141,142,0.0901,0.8621,343,305,40.8,0.0311,0.5504,40.7,0.0310,0.5515,455,278,273,26230
2021.8.29,1492,137,166,0.0911,0.7046,309.18,39.8,12.2,2.7,16.44,179.12,164,160,0.0901,0.8621,301,326,40.7,0.0311,0.5504,40.7,0.0310,0.5515,510,279,268,28055
2021.8.30,1506,107,113,0.0775,0.7331,209.12,0,19,3.4,15.5,225.14,158,159,0.0865,0.8495,265,272,41.5,0.0301,0.5669,41.3,0.0299,0.5615,546,276,269,29649
2021.8.31,1387,121,123,0.0775,0.7331,175.14,0,15.5,2.6,21.27,187.27,177,180,0.0865,0.8495,298,303,41.9,0.0301,0.5669,41.7,0.0299,0.5615,571,277,268,31460
2021.9.1,1482,135,141,0.0839,0.6705,167.27,0,13.1,2.9,18.52,183.67,177,180,0.0879,0.8534,312,321,40.9,0.0299,0.6065,40.5,0.0304,0.5887,563,277,270,31347
2021.9.2,1554,115,101,0.0839,0.6705,183.67,0,14.9,2.4,18.08,183,154,163,0.0879,0.8534,269,264,40.2,0.0299,0.6065,40.1,0.0304,0.5887,576,281,286,29147
2021.9.3,1474,111,90,0.0839,0.6705,183,0,9.8,1.5,0,125,162,132,0.0879,0.8534,273,222,39.5,0.0299,0.6065,39.3,0.0304,0.5887,473,92,172,26079
2021.9.4,1569,151,124,0.0839,0.6705,0,0,15.8,3.4,31.15,212.02,132,129,0.0879,0.8534,283,253,39,0.0299,0.6065,38.8,0.0304,0.5887,573,283,285,25966
2021.9.5,826,107,136,0.0783,0.7868,264.58,42.44,14.6,3.2,22.16,202.3,123,142,0.0835,0.8409,230,278,38.4,0.0335,0.5904,38.4,0.0346,0.5677,581,297,186,23980
2021.9.6,774,71,83,0.0783,0.7868,232.3,0,17.9,3.2,20.41,224.79,180,163,0.0835,0.8409,251,246,38.4,0.0335,0.5904,38.3,0.0346,0.5677,587,324,292,26941
2021.9.7,468,106,84,0.0783,0.7868,184.79,0,13.5,2.2,22.52,193.69,156,162,0.0835,0.8409,262,246,38.4,0.0335,0.5904,38.3,0.0346,0.5677,565,272,279,25835
2021.9.8,1570,183,181,0.0783,0.7868,193.69,0,11.3,2.7,17.94,170.12,158,154,0.0835,0.8409,341,335,38.5,0.0335,0.5904,38.3,0.0346,0.5677,579,317,298,28648
2021.9.9,1447,116,101,0.0783,0.7868,210.12,0,12.2,2.6,14.28,171.21,135,172,0.0835,0.8409,251,273,39.7,0.0335,0.5904,39.5,0.0346,0.5677,562,315,296,29290
2021.9.10,1535,130,127,0.0783,0.7868,191.21,0,13,2.2,0,145,153,166,0.0835,0.8409,283,293,40.4,0.0335,0.5904,40.2,0.0346,0.5677,609,312,296,28830
2021.9.11,1526,73,87,0.0968,0.7928,0,0,12.4,3.2,31.07,227.47,154,144,0.0835,0.8409,227,231,41.7,0.0335,0.5904,41.3,0.0346,0.5677,599,301,271,28016
2021.9.12,1499,85,76,0.0968,0.7928,240.19,42.28,11.4,3.4,18.34,210.14,165,122,0.0835,0.8409,250,198,42.8,0.0335,0.5904,42.4,0.0346,0.5677,600,235,293,30196
2021.9.13,1480,84,89,0.0968,0.7928,220.14,0,8.4,1.9,14.17,135.9,177,179,0.0863,0.8623,261,268,42.8,0.0335,0.5904,42.2,0.0346,0.5677,609,251,289,32234
2021.9.14,1514,87,106,0.0994,0.7972,155.9,0,13.7,3.5,15.83,238.18,178,179,0.0863,0.8672,265,285,42.9,0.0313,0.5309,42.4,0.0309,0.5279,600,272,293,32254
